INSTRUMENTO,FECHA,PRECIO SUCIO
52_ACTIPAT_A,2019-02-22,13.371135
52_ACTIPAT_B,2019-02-22,10.511531
52_ACTIPAT_FF,2019-02-22,13.371133
52_ROBOTIK_A,2019-02-22,1.058114
52_ROBOTIK_B-1,2019-02-22,1.032962
52_ROBOTIK_B-2,2019-02-22,1.036555
52_ROBOTIK_B-3,2019-02-22,1.039117
52_ROBOTIK_E,2019-02-22,1.040339
52_ROBOTIK_FF,2019-02-22,1.057526
52_ROBOTIK_M-1,2019-02-22,1.040238
52_ROBOTIK_M-2,2019-02-22,1.041878
52_ROBOTIK_M-3,2019-02-22,1.057085
52_ACTI500_A,2019-02-25,5.413211
52_ACTI500_B1,2019-02-25,3.853144
52_ACTI500_B2,2019-02-25,4.241807
52_ACTI500_B3,2019-02-25,4.434587
52_ACTI500_D,2019-02-25,5.002044
52_ACTI500_FF,2019-02-25,5.413211
52_ACTIPAT_A,2019-02-25,13.33077
52_ACTIPAT_B,2019-02-25,10.47724
52_ACTIPAT_FF,2019-02-25,13.330768
52_ROBOTIK_A,2019-02-25,1.056284
52_ROBOTIK_B-1,2019-02-25,1.03096
52_ROBOTIK_B-2,2019-02-25,1.034556
52_ROBOTIK_B-3,2019-02-25,1.037123
52_ROBOTIK_E,2019-02-25,1.038366
52_ROBOTIK_FF,2019-02-25,1.055688
52_ROBOTIK_M-1,2019-02-25,1.038241
52_ROBOTIK_M-2,2019-02-25,1.039888
52_ROBOTIK_M-3,2019-02-25,1.055076
52_ACTI500_A,2019-02-26,5.427074
52_ACTI500_B1,2019-02-26,3.862705
52_ACTI500_B2,2019-02-26,4.252419
52_ACTI500_B3,2019-02-26,4.445732
52_ACTI500_D,2019-02-26,5.014586
52_ACTI500_FF,2019-02-26,5.427073
52_ACTIPAT_A,2019-02-26,13.33766
52_ACTIPAT_B,2019-02-26,10.481801
52_ACTIPAT_FF,2019-02-26,13.337659
52_ROBOTIK_A,2019-02-26,1.065441
52_ROBOTIK_B-1,2019-02-26,1.039828
52_ROBOTIK_B-2,2019-02-26,1.043458
52_ROBOTIK_B-3,2019-02-26,1.046051
52_ROBOTIK_E,2019-02-26,1.04731
52_ROBOTIK_FF,2019-02-26,1.064839
52_ROBOTIK_M-1,2019-02-26,1.047175
52_ROBOTIK_M-2,2019-02-26,1.04884
52_ROBOTIK_M-3,2019-02-26,1.064162
52_ACTI500_A,2019-02-27,5.426082
52_ACTI500_B1,2019-02-27,3.861693
52_ACTI500_B2,2019-02-27,4.251393
52_ACTI500_B3,2019-02-27,4.444708
52_ACTI500_D,2019-02-27,5.013402
52_ACTI500_FF,2019-02-27,5.426082
52_ACTIPAT_A,2019-02-27,13.306299
52_ACTIPAT_B,2019-02-27,10.456303
52_ACTIPAT_FF,2019-02-27,13.306297
52_ROBOTIK_A,2019-02-27,1.062448
52_ROBOTIK_B-1,2019-02-27,1.036838
52_ROBOTIK_B-2,2019-02-27,1.040461
52_ROBOTIK_B-3,2019-02-27,1.043049
52_ROBOTIK_E,2019-02-27,1.04431
52_ROBOTIK_FF,2019-02-27,1.061848
52_ROBOTIK_M-1,2019-02-27,1.044167
52_ROBOTIK_M-2,2019-02-27,1.04583
52_ROBOTIK_M-3,2019-02-27,1.061112
52_ACTI500_A,2019-02-28,5.433911
52_ACTI500_B1,2019-02-28,3.866957
52_ACTI500_B2,2019-02-28,4.257276
52_ACTI500_B3,2019-02-28,4.450908
52_ACTI500_D,2019-02-28,5.020367
52_ACTI500_FF,2019-02-28,5.43391
52_ACTIPAT_A,2019-02-28,13.236796
52_ACTIPAT_B,2019-02-28,10.400839
52_ACTIPAT_FF,2019-02-28,13.236795
52_ROBOTIK_A,2019-02-28,1.062482
52_ROBOTIK_B-1,2019-02-28,1.036802
52_ROBOTIK_B-2,2019-02-28,1.040428
52_ROBOTIK_B-3,2019-02-28,1.04302
52_ROBOTIK_E,2019-02-28,1.044285
52_ROBOTIK_FF,2019-02-28,1.061882
52_ROBOTIK_M-1,2019-02-28,1.044134
52_ROBOTIK_M-2,2019-02-28,1.045801
52_ROBOTIK_M-3,2019-02-28,1.061085
52_ACTI500_A,2019-03-01,5.449868
52_ACTI500_B1,2019-03-01,3.878005
52_ACTI500_B2,2019-03-01,4.269527
52_ACTI500_B3,2019-03-01,4.463766
52_ACTI500_D,2019-03-01,5.034841
52_ACTI500_FF,2019-03-01,5.449868
52_ACTIPAT_A,2019-03-01,13.120759
52_ACTIPAT_B,2019-03-01,10.308822
52_ACTIPAT_FF,2019-03-01,13.120758
52_ROBOTIK_A,2019-03-01,1.064041
52_ROBOTIK_B-1,2019-03-01,1.038235
52_ROBOTIK_B-2,2019-03-01,1.041869
52_ROBOTIK_B-3,2019-03-01,1.044468
52_ROBOTIK_E,2019-03-01,1.045759
52_ROBOTIK_FF,2019-03-01,1.063421
52_ROBOTIK_M-1,2019-03-01,1.045599
52_ROBOTIK_M-2,2019-03-01,1.047271
52_ROBOTIK_M-3,2019-03-01,1.062581
52_ACTI500_A,2019-03-04,5.491458
52_ACTI500_B1,2019-03-04,3.906667
52_ACTI500_B2,2019-03-04,4.30135
52_ACTI500_B3,2019-03-04,4.497187
52_ACTI500_D,2019-03-04,5.072451
52_ACTI500_FF,2019-03-04,5.491457
52_ACTIPAT_A,2019-03-04,13.017193
52_ACTIPAT_B,2019-03-04,0
52_ACTIPAT_FF,2019-03-04,0
52_ROBOTIK_A,2019-03-04,1.074788
52_ROBOTIK_B-1,2019-03-04,1.048511
52_ROBOTIK_B-2,2019-03-04,1.052192
52_ROBOTIK_B-3,2019-03-04,1.054826
52_ROBOTIK_E,2019-03-04,1.056145
52_ROBOTIK_FF,2019-03-04,1.074162
52_ROBOTIK_M-1,2019-03-04,1.055958
52_ROBOTIK_M-2,2019-03-04,1.057657
52_ROBOTIK_M-3,2019-03-04,1.073129
52_ACTI500_A,2019-03-05,5.474523
52_ACTI500_B1,2019-03-05,3.89431
52_ACTI500_B2,2019-03-05,4.287833
52_ACTI500_B3,2019-03-05,4.483105
52_ACTI500_D,2019-03-05,5.056538
52_ACTI500_FF,2019-03-05,5.474523
52_ACTIPAT_A,2019-03-05,13.062684
52_ACTIPAT_B,2019-03-05,0
52_ACTIPAT_FF,2019-03-05,0
52_ROBOTIK_A,2019-03-05,1.076023
52_ROBOTIK_B-1,2019-03-05,1.049639
52_ROBOTIK_B-2,2019-03-05,1.053327
52_ROBOTIK_B-3,2019-03-05,1.055967
52_ROBOTIK_E,2019-03-05,1.0573
52_ROBOTIK_FF,2019-03-05,1.075389
52_ROBOTIK_M-1,2019-03-05,1.057104
52_ROBOTIK_M-2,2019-03-05,1.058809
52_ROBOTIK_M-3,2019-03-05,1.0743
52_ACTI500_A,2019-03-06,5.450942
52_ACTI500_B1,2019-03-06,3.877228
52_ACTI500_B2,2019-03-06,4.269113
52_ACTI500_B3,2019-03-06,4.463582
52_ACTI500_D,2019-03-06,5.034489
52_ACTI500_FF,2019-03-06,5.450942
52_ACTIPAT_A,2019-03-06,13.058824
52_ACTIPAT_B,2019-03-06,0
52_ACTIPAT_FF,2019-03-06,0
52_ROBOTIK_A,2019-03-06,1.067643
52_ROBOTIK_B-1,2019-03-06,1.041395
52_ROBOTIK_B-2,2019-03-06,1.045057
52_ROBOTIK_B-3,2019-03-06,1.04768
52_ROBOTIK_E,2019-03-06,1.049007
52_ROBOTIK_FF,2019-03-06,1.067014
52_ROBOTIK_M-1,2019-03-06,1.048805
52_ROBOTIK_M-2,2019-03-06,1.050499
52_ROBOTIK_M-3,2019-03-06,1.065872
52_ACTI500_A,2019-03-07,5.44256
52_ACTI500_B1,2019-03-07,3.870958
52_ACTI500_B2,2019-03-07,4.262297
52_ACTI500_B3,2019-03-07,4.456505
52_ACTI500_D,2019-03-07,5.026479
52_ACTI500_FF,2019-03-07,5.442559
52_ACTIPAT_A,2019-03-07,13.053834
52_ACTIPAT_B,2019-03-07,0
52_ACTIPAT_FF,2019-03-07,0
52_ROBOTIK_A,2019-03-07,1.066357
52_ROBOTIK_B-1,2019-03-07,1.040071
52_ROBOTIK_B-2,2019-03-07,1.043732
52_ROBOTIK_B-3,2019-03-07,1.046355
52_ROBOTIK_E,2019-03-07,1.047686
52_ROBOTIK_FF,2019-03-07,1.065729
52_ROBOTIK_M-1,2019-03-07,1.047475
52_ROBOTIK_M-2,2019-03-07,1.049171
52_ROBOTIK_M-3,2019-03-07,1.064528
52_ACTI500_A,2019-03-08,5.468787
52_ACTI500_B1,2019-03-08,3.889303
52_ACTI500_B2,2019-03-08,4.282585
52_ACTI500_B3,2019-03-08,4.477767
52_ACTI500_D,2019-03-08,5.050431
52_ACTI500_FF,2019-03-08,5.468787
52_ACTIPAT_A,2019-03-08,13.048412
52_ACTIPAT_B,2019-03-08,0
52_ACTIPAT_FF,2019-03-08,0
52_ROBOTIK_A,2019-03-08,1.064438
52_ROBOTIK_B-1,2019-03-08,1.03813
52_ROBOTIK_B-2,2019-03-08,1.041787
52_ROBOTIK_B-3,2019-03-08,1.044409
52_ROBOTIK_E,2019-03-08,1.045742
52_ROBOTIK_FF,2019-03-08,1.063811
52_ROBOTIK_M-1,2019-03-08,1.045523
52_ROBOTIK_M-2,2019-03-08,1.047219
52_ROBOTIK_M-3,2019-03-08,1.062551
52_ACTI500_A,2019-03-11,5.425459
52_ACTI500_B1,2019-03-11,3.857569
52_ACTI500_B2,2019-03-11,4.247906
52_ACTI500_B3,2019-03-11,4.441655
52_ACTI500_D,2019-03-11,5.009615
52_ACTI500_FF,2019-03-11,5.425459
52_ACTIPAT_A,2019-03-11,13.031014
52_ACTIPAT_B,2019-03-11,0
52_ACTIPAT_FF,2019-03-11,0
52_ROBOTIK_A,2019-03-11,1.051975
52_ROBOTIK_B-1,2019-03-11,1.025764
52_ROBOTIK_B-2,2019-03-11,1.029388
52_ROBOTIK_B-3,2019-03-11,1.031988
52_ROBOTIK_E,2019-03-11,1.033326
52_ROBOTIK_FF,2019-03-11,1.05135
52_ROBOTIK_M-1,2019-03-11,1.033085
52_ROBOTIK_M-2,2019-03-11,1.034771
52_ROBOTIK_M-3,2019-03-11,1.049931
52_ACTI500_A,2019-03-12,5.475386
52_ACTI500_B1,2019-03-12,3.892758
52_ACTI500_B2,2019-03-12,4.286744
52_ACTI500_B3,2019-03-12,4.482315
52_ACTI500_D,2019-03-12,5.055445
52_ACTI500_FF,2019-03-12,5.475386
52_ACTIPAT_A,2019-03-12,13.025596
52_ACTIPAT_B,2019-03-12,0
52_ACTIPAT_FF,2019-03-12,0
52_ROBOTIK_A,2019-03-12,1.065301
52_ROBOTIK_B-1,2019-03-12,1.038672
52_ROBOTIK_B-2,2019-03-12,1.042345
52_ROBOTIK_B-3,2019-03-12,1.044981
52_ROBOTIK_E,2019-03-12,1.046358
52_ROBOTIK_FF,2019-03-12,1.064651
52_ROBOTIK_M-1,2019-03-12,1.046106
52_ROBOTIK_M-2,2019-03-12,1.047815
52_ROBOTIK_M-3,2019-03-12,1.06317
52_ACTI500_A,2019-03-13,5.469629
52_ACTI500_B1,2019-03-13,3.888356
52_ACTI500_B2,2019-03-13,4.281986
52_ACTI500_B3,2019-03-13,4.477389
52_ACTI500_D,2019-03-13,5.049861
52_ACTI500_FF,2019-03-13,5.469629
52_ACTIPAT_A,2019-03-13,13.021321
52_ACTIPAT_B,2019-03-13,0
52_ACTIPAT_FF,2019-03-13,0
52_ROBOTIK_A,2019-03-13,1.067192
52_ROBOTIK_B-1,2019-03-13,1.040438
52_ROBOTIK_B-2,2019-03-13,1.04412
52_ROBOTIK_B-3,2019-03-13,1.046764
52_ROBOTIK_E,2019-03-13,1.048156
52_ROBOTIK_FF,2019-03-13,1.066531
52_ROBOTIK_M-1,2019-03-13,1.047895
52_ROBOTIK_M-2,2019-03-13,1.049611
52_ROBOTIK_M-3,2019-03-13,1.064996
52_ACTI500_A,2019-03-14,5.504014
52_ACTI500_B1,2019-03-14,3.91249
52_ACTI500_B2,2019-03-14,4.308651
52_ACTI500_B3,2019-03-14,4.505322
52_ACTI500_D,2019-03-14,5.081336
52_ACTI500_FF,2019-03-14,5.504014
52_ACTIPAT_A,2019-03-14,13.015909
52_ACTIPAT_B,2019-03-14,0
52_ACTIPAT_FF,2019-03-14,0
52_ROBOTIK_A,2019-03-14,1.070549
52_ROBOTIK_B-1,2019-03-14,1.043641
52_ROBOTIK_B-2,2019-03-14,1.047338
52_ROBOTIK_B-3,2019-03-14,1.049993
52_ROBOTIK_E,2019-03-14,1.051394
52_ROBOTIK_FF,2019-03-14,1.069886
52_ROBOTIK_M-1,2019-03-14,1.051125
52_ROBOTIK_M-2,2019-03-14,1.05285
52_ROBOTIK_M-3,2019-03-14,1.068285
52_ACTI500_A,2019-03-15,5.509395
52_ACTI500_B1,2019-03-15,3.916003
52_ACTI500_B2,2019-03-15,4.312609
52_ACTI500_B3,2019-03-15,4.509511
52_ACTI500_D,2019-03-15,5.086031
52_ACTI500_FF,2019-03-15,5.509394
52_ACTIPAT_A,2019-03-15,13.010452
52_ACTIPAT_B,2019-03-15,0
52_ACTIPAT_FF,2019-03-15,0
52_ROBOTIK_A,2019-03-15,1.070347
52_ROBOTIK_B-1,2019-03-15,1.043374
52_ROBOTIK_B-2,2019-03-15,1.047073
52_ROBOTIK_B-3,2019-03-15,1.049731
52_ROBOTIK_E,2019-03-15,1.051137
52_ROBOTIK_FF,2019-03-15,1.069684
52_ROBOTIK_M-1,2019-03-15,1.050859
52_ROBOTIK_M-2,2019-03-15,1.052587
52_ROBOTIK_M-3,2019-03-15,1.068022
52_ACTI500_A,2019-03-19,5.509642
52_ACTI500_B1,2019-03-19,3.914934
52_ACTI500_B2,2019-03-19,4.311788
52_ACTI500_B3,2019-03-19,4.508853
52_ACTI500_D,2019-03-19,5.085173
52_ACTI500_FF,2019-03-19,5.509641
52_ACTIPAT_A,2019-03-19,12.986922
52_ACTIPAT_B,2019-03-19,0
52_ACTIPAT_FF,2019-03-19,0
52_ROBOTIK_A,2019-03-19,1.077168
52_ROBOTIK_B-1,2019-03-19,1.049743
52_ROBOTIK_B-2,2019-03-19,1.053478
52_ROBOTIK_B-3,2019-03-19,1.056166
52_ROBOTIK_E,2019-03-19,1.057602
52_ROBOTIK_FF,2019-03-19,1.076502
52_ROBOTIK_M-1,2019-03-19,1.057288
52_ROBOTIK_M-2,2019-03-19,1.059039
52_ROBOTIK_M-3,2019-03-19,1.074583
52_ACTI500_A,2019-03-20,5.47068
52_ACTI500_B1,2019-03-20,3.886941
52_ACTI500_B2,2019-03-20,4.281046
52_ACTI500_B3,2019-03-20,4.476756
52_ACTI500_D,2019-03-20,5.048944
52_ACTI500_FF,2019-03-20,5.47068
52_ACTIPAT_A,2019-03-20,12.981455
52_ACTIPAT_B,2019-03-20,0
52_ACTIPAT_FF,2019-03-20,0
52_ROBOTIK_A,2019-03-20,1.073
52_ROBOTIK_B-1,2019-03-20,1.045609
52_ROBOTIK_B-2,2019-03-20,1.049333
52_ROBOTIK_B-3,2019-03-20,1.052013
52_ROBOTIK_E,2019-03-20,1.053451
52_ROBOTIK_FF,2019-03-20,1.072334
52_ROBOTIK_M-1,2019-03-20,1.053129
52_ROBOTIK_M-2,2019-03-20,1.054877
52_ROBOTIK_M-3,2019-03-20,1.070363
52_ACTI500_A,2019-03-21,5.3969
52_ACTI500_B1,2019-03-21,3.834215
52_ACTI500_B2,2019-03-21,4.223062
52_ACTI500_B3,2019-03-21,4.416169
52_ACTI500_D,2019-03-21,4.980585
52_ACTI500_FF,2019-03-21,5.3969
52_ACTIPAT_A,2019-03-21,12.978515
52_ACTIPAT_B,2019-03-21,0
52_ACTIPAT_FF,2019-03-21,0
52_ROBOTIK_A,2019-03-21,1.060153
52_ROBOTIK_B-1,2019-03-21,1.033021
52_ROBOTIK_B-2,2019-03-21,1.036704
52_ROBOTIK_B-3,2019-03-21,1.039355
52_ROBOTIK_E,2019-03-21,1.040781
52_ROBOTIK_FF,2019-03-21,1.059495
52_ROBOTIK_M-1,2019-03-21,1.040454
52_ROBOTIK_M-2,2019-03-21,1.042185
52_ROBOTIK_M-3,2019-03-21,1.057487
52_ACTI500_A,2019-03-22,5.472633
52_ACTI500_B1,2019-03-22,3.88771
52_ACTI500_B2,2019-03-22,4.28207
52_ACTI500_B3,2019-03-22,4.477926
52_ACTI500_D,2019-03-22,5.050206
52_ACTI500_FF,2019-03-22,5.472633
52_ACTIPAT_A,2019-03-22,12.973851
52_ACTIPAT_B,2019-03-22,0
52_ACTIPAT_FF,2019-03-22,0
52_ROBOTIK_A,2019-03-22,1.076408
52_ROBOTIK_B-1,2019-03-22,1.04879
52_ROBOTIK_B-2,2019-03-22,1.052532
52_ROBOTIK_B-3,2019-03-22,1.055227
52_ROBOTIK_E,2019-03-22,1.05668
52_ROBOTIK_FF,2019-03-22,1.07574
52_ROBOTIK_M-1,2019-03-22,1.05634
52_ROBOTIK_M-2,2019-03-22,1.0581
52_ROBOTIK_M-3,2019-03-22,1.07364
52_ACTI500_A,2019-03-25,5.438681
52_ACTI500_B1,2019-03-25,3.862671
52_ACTI500_B2,2019-03-25,4.254754
52_ACTI500_B3,2019-03-25,4.449509
52_ACTI500_D,2019-03-25,5.018071
52_ACTI500_FF,2019-03-25,5.438681
52_ACTIPAT_A,2019-03-25,12.958744
52_ACTIPAT_B,2019-03-25,0
52_ACTIPAT_FF,2019-03-25,0
52_ROBOTIK_A,2019-03-25,1.067355
52_ROBOTIK_B-1,2019-03-25,1.039761
52_ROBOTIK_B-2,2019-03-25,1.043481
52_ROBOTIK_B-3,2019-03-25,1.046163
52_ROBOTIK_E,2019-03-25,1.047619
52_ROBOTIK_FF,2019-03-25,1.066693
52_ROBOTIK_M-1,2019-03-25,1.047256
52_ROBOTIK_M-2,2019-03-25,1.049011
52_ROBOTIK_M-3,2019-03-25,1.064428
52_ACTI500_A,2019-03-26,5.41187
52_ACTI500_B1,2019-03-26,3.843323
52_ACTI500_B2,2019-03-26,4.233531
52_ACTI500_B3,2019-03-26,4.427363
52_ACTI500_D,2019-03-26,4.993067
52_ACTI500_FF,2019-03-26,5.41187
52_ACTIPAT_A,2019-03-26,12.954085
52_ACTIPAT_B,2019-03-26,0
52_ACTIPAT_FF,2019-03-26,0
52_ROBOTIK_A,2019-03-26,1.053857
52_ROBOTIK_B-1,2019-03-26,1.026539
52_ROBOTIK_B-2,2019-03-26,1.030214
52_ROBOTIK_B-3,2019-03-26,1.032866
52_ROBOTIK_E,2019-03-26,1.034313
52_ROBOTIK_FF,2019-03-26,1.053198
52_ROBOTIK_M-1,2019-03-26,1.033946
52_ROBOTIK_M-2,2019-03-26,1.035682
52_ROBOTIK_M-3,2019-03-26,1.050907
52_ACTI500_A,2019-03-27,5.464508
52_ACTI500_B1,2019-03-27,3.880397
52_ACTI500_B2,2019-03-27,4.274457
52_ACTI500_B3,2019-03-27,4.470213
52_ACTI500_D,2019-03-27,5.041363
52_ACTI500_FF,2019-03-27,5.464508
52_ACTIPAT_A,2019-03-27,12.950438
52_ACTIPAT_B,2019-03-27,0
52_ACTIPAT_FF,2019-03-27,0
52_ROBOTIK_A,2019-03-27,1.065694
52_ROBOTIK_B-1,2019-03-27,1.037999
52_ROBOTIK_B-2,2019-03-27,1.04172
52_ROBOTIK_B-3,2019-03-27,1.044404
52_ROBOTIK_E,2019-03-27,1.045873
52_ROBOTIK_FF,2019-03-27,1.065028
52_ROBOTIK_M-1,2019-03-27,1.045493
52_ROBOTIK_M-2,2019-03-27,1.047252
52_ROBOTIK_M-3,2019-03-27,1.062649
52_ACTI500_A,2019-03-28,5.498892
52_ACTI500_B1,2019-03-28,3.904503
52_ACTI500_B2,2019-03-28,4.301099
52_ACTI500_B3,2019-03-28,4.498126
52_ACTI500_D,2019-03-28,5.072813
52_ACTI500_FF,2019-03-28,5.498892
52_ACTIPAT_A,2019-03-28,12.945668
52_ACTIPAT_B,2019-03-28,0
52_ACTIPAT_FF,2019-03-28,0
52_ROBOTIK_A,2019-03-28,1.069308
52_ROBOTIK_B-1,2019-03-28,1.04145
52_ROBOTIK_B-2,2019-03-28,1.045186
52_ROBOTIK_B-3,2019-03-28,1.047882
52_ROBOTIK_E,2019-03-28,1.04936
52_ROBOTIK_FF,2019-03-28,1.068639
52_ROBOTIK_M-1,2019-03-28,1.048972
52_ROBOTIK_M-2,2019-03-28,1.05074
52_ROBOTIK_M-3,2019-03-28,1.066192
52_ACTI500_A,2019-03-29,5.538284
52_ACTI500_B1,2019-03-29,3.932161
52_ACTI500_B2,2019-03-29,4.331656
52_ACTI500_B3,2019-03-29,4.530133
52_ACTI500_D,2019-03-29,5.10888
52_ACTI500_FF,2019-03-29,5.538284
52_ACTIPAT_A,2019-03-29,12.942029
52_ACTIPAT_B,2019-03-29,0
52_ACTIPAT_FF,2019-03-29,0
52_ROBOTIK_A,2019-03-29,1.073193
52_ROBOTIK_B-1,2019-03-29,1.045164
52_ROBOTIK_B-2,2019-03-29,1.048916
52_ROBOTIK_B-3,2019-03-29,1.051626
52_ROBOTIK_E,2019-03-29,1.053115
52_ROBOTIK_FF,2019-03-29,1.072522
52_ROBOTIK_M-1,2019-03-29,1.052716
52_ROBOTIK_M-2,2019-03-29,1.054493
52_ROBOTIK_M-3,2019-03-29,1.070004
52_ACTI500_A,2019-03-31,5.538284
52_ACTI500_B1,2019-03-31,3.932161
52_ACTI500_B2,2019-03-31,4.331656
52_ACTI500_B3,2019-03-31,4.530133
52_ACTI500_D,2019-03-31,5.10888
52_ACTI500_FF,2019-03-31,5.538284
52_ACTIPAT_A,2019-03-31,12.942029
52_ACTIPAT_B,2019-03-31,0
52_ACTIPAT_FF,2019-03-31,0
52_ROBOTIK_A,2019-03-31,1.073193
52_ROBOTIK_B-1,2019-03-31,1.045164
52_ROBOTIK_B-2,2019-03-31,1.048916
52_ROBOTIK_B-3,2019-03-31,1.051626
52_ROBOTIK_E,2019-03-31,1.053115
52_ROBOTIK_FF,2019-03-31,1.072522
52_ROBOTIK_M-1,2019-03-31,1.052716
52_ROBOTIK_M-2,2019-03-31,1.054493
52_ROBOTIK_M-3,2019-03-31,1.070004
52_ACTI500_A,2019-04-01,5.582019
52_ACTI500_B1,2019-04-01,3.962267
52_ACTI500_B2,2019-04-01,4.365092
52_ACTI500_B3,2019-04-01,4.565253
52_ACTI500_D,2019-04-01,5.148399
52_ACTI500_FF,2019-04-01,5.582019
52_ACTIPAT_A,2019-04-01,12.929994
52_ACTIPAT_B,2019-04-01,0
52_ACTIPAT_FF,2019-04-01,0
52_ROBOTIK_A,2019-04-01,1.084809
52_ROBOTIK_B-1,2019-04-01,1.056235
52_ROBOTIK_B-2,2019-04-01,1.060038
52_ROBOTIK_B-3,2019-04-01,1.062786
52_ROBOTIK_E,2019-04-01,1.064341
52_ROBOTIK_FF,2019-04-01,1.0841
52_ROBOTIK_M-1,2019-04-01,1.063908
52_ROBOTIK_M-2,2019-04-01,1.065714
52_ROBOTIK_M-3,2019-04-01,1.081401
52_ACTI500_A,2019-04-02,5.580956
52_ACTI500_B1,2019-04-02,3.961198
52_ACTI500_B2,2019-04-02,4.364004
52_ACTI500_B3,2019-04-02,4.564166
52_ACTI500_D,2019-04-02,5.147144
52_ACTI500_FF,2019-04-02,5.580956
52_ACTIPAT_A,2019-04-02,12.929133
52_ACTIPAT_B,2019-04-02,0
52_ACTIPAT_FF,2019-04-02,0
52_ROBOTIK_A,2019-04-02,1.093033
52_ROBOTIK_B-1,2019-04-02,1.06416
52_ROBOTIK_B-2,2019-04-02,1.067994
52_ROBOTIK_B-3,2019-04-02,1.070767
52_ROBOTIK_E,2019-04-02,1.07235
52_ROBOTIK_FF,2019-04-02,1.092307
52_ROBOTIK_M-1,2019-04-02,1.071905
52_ROBOTIK_M-2,2019-04-02,1.073728
52_ROBOTIK_M-3,2019-04-02,1.089536
52_ACTI500_A,2019-04-03,5.593747
52_ACTI500_B1,2019-04-03,3.969961
52_ACTI500_B2,2019-04-03,4.373749
52_ACTI500_B3,2019-04-03,4.574409
52_ACTI500_D,2019-04-03,5.158665
52_ACTI500_FF,2019-04-03,5.593747
52_ACTIPAT_A,2019-04-03,12.929402
52_ACTIPAT_B,2019-04-03,0
52_ACTIPAT_FF,2019-04-03,0
52_ROBOTIK_A,2019-04-03,1.099508
52_ROBOTIK_B-1,2019-04-03,1.070392
52_ROBOTIK_B-2,2019-04-03,1.074252
52_ROBOTIK_B-3,2019-04-03,1.077044
52_ROBOTIK_E,2019-04-03,1.078642
52_ROBOTIK_FF,2019-04-03,1.098777
52_ROBOTIK_M-1,2019-04-03,1.078186
52_ROBOTIK_M-2,2019-04-03,1.080023
52_ROBOTIK_M-3,2019-04-03,1.095927
52_ACTI500_A,2019-04-04,5.602564
52_ACTI500_B1,2019-04-04,3.975903
52_ACTI500_B2,2019-04-04,4.380385
52_ACTI500_B3,2019-04-04,4.5814
52_ACTI500_D,2019-04-04,5.16652
52_ACTI500_FF,2019-04-04,5.602564
52_ACTIPAT_A,2019-04-04,12.928543
52_ACTIPAT_B,2019-04-04,0
52_ACTIPAT_FF,2019-04-04,0
52_ROBOTIK_A,2019-04-04,1.113978
52_ROBOTIK_B-1,2019-04-04,1.084407
52_ROBOTIK_B-2,2019-04-04,1.088321
52_ROBOTIK_B-3,2019-04-04,1.091154
52_ROBOTIK_E,2019-04-04,1.092777
52_ROBOTIK_FF,2019-04-04,1.113239
52_ROBOTIK_M-1,2019-04-04,1.092306
52_ROBOTIK_M-2,2019-04-04,1.094172
52_ROBOTIK_M-3,2019-04-04,1.110288
52_ACTI500_A,2019-04-05,5.597647
52_ACTI500_B1,2019-04-05,3.972098
52_ACTI500_B2,2019-04-05,4.376283
52_ACTI500_B3,2019-04-05,4.577161
52_ACTI500_D,2019-04-05,5.16171
52_ACTI500_FF,2019-04-05,5.597647
52_ACTIPAT_A,2019-04-05,12.927683
52_ACTIPAT_B,2019-04-05,0
52_ACTIPAT_FF,2019-04-05,0
52_ROBOTIK_A,2019-04-05,1.110224
52_ROBOTIK_B-1,2019-04-05,1.080681
52_ROBOTIK_B-2,2019-04-05,1.084585
52_ROBOTIK_B-3,2019-04-05,1.087411
52_ROBOTIK_E,2019-04-05,1.089033
52_ROBOTIK_FF,2019-04-05,1.109487
52_ROBOTIK_M-1,2019-04-05,1.088556
52_ROBOTIK_M-2,2019-04-05,1.090418
52_ROBOTIK_M-3,2019-04-05,1.106483
52_ACTI500_A,2019-04-08,5.601769
52_ACTI500_B1,2019-04-08,3.974075
52_ACTI500_B2,2019-04-08,4.378734
52_ACTI500_B3,2019-04-08,4.579877
52_ACTI500_D,2019-04-08,5.164684
52_ACTI500_FF,2019-04-08,5.601769
52_ACTIPAT_A,2019-04-08,12.923942
52_ACTIPAT_B,2019-04-08,0
52_ACTIPAT_FF,2019-04-08,0
52_ROBOTIK_A,2019-04-08,1.112722
52_ROBOTIK_B-1,2019-04-08,1.082895
52_ROBOTIK_B-2,2019-04-08,1.086817
52_ROBOTIK_B-3,2019-04-08,1.08966
52_ROBOTIK_E,2019-04-08,1.091299
52_ROBOTIK_FF,2019-04-08,1.111983
52_ROBOTIK_M-1,2019-04-08,1.090797
52_ROBOTIK_M-2,2019-04-08,1.092674
52_ROBOTIK_M-3,2019-04-08,1.108782
52_ACTI500_A,2019-04-09,5.574999
52_ACTI500_B1,2019-04-09,3.954769
52_ACTI500_B2,2019-04-09,4.357552
52_ACTI500_B3,2019-04-09,4.557773
52_ACTI500_D,2019-04-09,5.139728
52_ACTI500_FF,2019-04-09,5.574999
52_ACTIPAT_A,2019-04-09,12.923036
52_ACTIPAT_B,2019-04-09,0
52_ACTIPAT_FF,2019-04-09,0
52_ROBOTIK_A,2019-04-09,1.108777
